product,entry_open,sl,tp,rr,nc,R,sl_over_R,sl_usd,tp_net_usd,n,tp_n,sl_n,flat_n,wr_cond,flat_share,ev_trade,wr_h1,wr_h2,combine_pass,p10,p25,p50,p75,p90,mean,p_ge1_payout_1y,xfa_p_ge1_payout,xfa_avg_days,xfa_mean_payout,skipped
MCL,510,192,129,0.67,11,128.0000000000001,1.4999999999999987,2128.72,1402.28,516.0,93.0,45.0,378.0,0.6739130434782609,0.7325581395348837,-37.398294573642445,0.75,0.6382978723404256,0.43929,1466.3484000000544,3803.255156250022,7324.119000000064,12057.667875000032,17442.342843750077,8571.964324444132,0.99965,0.69774,15.58072,1170.2776546712619,
MCL,510,192,83,0.43,11,128.0000000000001,1.4999999999999987,2128.72,896.28,516.0,175.0,42.0,299.0,0.8064516129032258,0.5794573643410853,-51.020387596899965,0.8764044943820225,0.7578125,0.43537,530.2043999999814,2416.688999999992,5336.5702499999725,9244.991249999957,13478.61239999994,6323.018344587785,0.99965,0.74594,14.74732,908.3321704387527,
MCL,510,192,63,0.33,11,128.0000000000001,1.4999999999999987,2128.72,676.28,516.0,227.0,34.0,255.0,0.8697318007662835,0.4941860465116279,-53.68511627907116,0.9316239316239316,0.8194444444444444,0.43981,-229.78890000002767,1380.530249999959,3718.204874999954,6874.943624999942,10372.65569999995,4529.178204721227,0.9998,0.80404,14.28912,705.456710840541,
MCL,510,192,48,0.25,11,128.0000000000001,1.4999999999999987,2128.72,511.28,516.0,275.0,29.0,212.0,0.9046052631578947,0.4108527131782946,-41.64054263565782,0.9444444444444444,0.86875,0.47043,-670.645799999971,937.3320000000405,3160.4017500000336,5991.183000000049,9140.766525000045,3810.8763909776894,1.0,0.87696,13.8413,630.3808749336863,
MCL,510,192,35,0.18,11,128.0000000000001,1.4999999999999987,2128.72,368.28,516.0,346.0,24.0,146.0,0.9351351351351351,0.28294573643410853,-17.42348837209568,0.9597701149425287,0.9132653061224489,0.54529,-491.69340000005064,1163.6707499999707,3450.0757499999027,6275.948765624876,9368.54812265608,4049.0700344688303,1.0,0.94058,13.69708,691.3539392928042,
M6E,510,20,20,1.0,50,39.00000000000014,0.512820512820511,1300.0,1200.0,517.0,186.0,207.0,124.0,0.4732824427480916,0.23984526112185686,-102.94970986460275,0.4772727272727273,0.4682080924855491,0.37997,905.6250000000733,2716.8749999999036,5490.000000000012,9242.22656250005,13346.85937500005,6495.962161926303,0.99925,0.6064,12.52402,798.9146531982462,
M6E,510,20,13,0.67,50,39.00000000000014,0.512820512820511,1300.0,762.5,517.0,261.0,183.0,73.0,0.5878378378378378,0.14119922630560927,-98.71856866535195,0.5840336134453782,0.5922330097087378,0.3886,-450.2812499996791,1091.25000000022,3248.4375000007267,6186.09375000123,9514.47656250151,4016.8011450814797,0.9997,0.74084,11.64942,545.9599716065693,
M6E,510,20,9,0.43,50,39.00000000000014,0.512820512820511,1300.0,512.5,517.0,322.0,148.0,47.0,0.6851063829787234,0.09090909090909091,-73.33172147005781,0.6571428571428571,0.7155555555555555,0.41581,-1260.0000000009386,202.49999999924978,2138.5546874987817,4629.9902343736685,7389.3076171853745,2692.398164885245,0.99955,0.85834,11.1627,414.2574447690972,
M6E,510,20,7,0.33,50,39.00000000000014,0.512820512820511,1300.0,387.5,517.0,360.0,125.0,32.0,0.7422680412371134,0.061895551257253385,-61.484526112219314,0.7028112449799196,0.7838983050847458,0.42476,-1513.687500000533,-194.0625000007909,1572.187499999311,3764.531249998632,6101.964843748863,2011.3783504648131,0.9998,0.91858,11.17508,355.3060038229191,
M6E,510,20,5,0.25,50,39.00000000000014,0.512820512820511,1300.0,262.5,517.0,400.0,99.0,18.0,0.8016032064128257,0.03481624758220503,-56.528046421690355,0.7707509881422925,0.8333333333333334,0.40103,-1569.3750000004918,-562.5000000003118,766.4062499994799,2360.1269531241237,4142.953124999342,1077.3155589746418,0.99935,0.9601,10.70742,249.71158514314618,
M6E,510,20,4,0.18,50,39.00000000000014,0.512820512820511,1300.0,200.0,517.0,414.0,89.0,14.0,0.8230616302186878,0.027079303675048357,-72.24371373309795,0.7984189723320159,0.848,0.28307,-1440.0000000001262,-708.7500000001564,179.99999999981316,1147.4999999997203,2362.499999999675,348.45521237152536,0.98295,0.96728,10.41256,122.60525399769688,
M6E,510,29,29,1.0,50,39.00000000000014,0.7435897435897408,1862.5,1762.5,517.0,133.0,141.0,243.0,0.4854014598540146,0.4700193423597679,-88.92649903288094,0.48214285714285715,0.49056603773584906,0.37084,3180.9375000000605,5979.374999999734,10127.812499999587,15408.2812499996,21317.308593749687,11445.826696105594,0.9989,0.51162,11.87566,1190.273416699181,
M6E,510,29,19,0.67,50,39.00000000000014,0.7435897435897408,1862.5,1137.5,517.0,209.0,135.0,173.0,0.6075581395348837,0.3346228239845261,-123.50096711796851,0.5980392156862745,0.6214285714285714,0.34774,1400.625000000222,3377.81250000035,6435.703125000098,10411.3476562506,14944.218750000307,7476.056313560914,0.9988,0.5814,11.36264,874.7997749176526,
M6E,510,29,12,0.43,50,39.00000000000014,0.7435897435897408,1862.5,700.0,517.0,293.0,116.0,108.0,0.7163814180929096,0.20889748549323017,-109.84042553186912,0.6929824561403509,0.7458563535911602,0.35501,0.0,1636.1718750006505,4111.875000001048,7353.281250001716,10973.179687501304,4902.767919526477,0.9996,0.72828,10.8935,662.9622300660977,
M6E,510,29,10,0.33,50,39.00000000000014,0.7435897435897408,1862.5,575.0,517.0,326.0,102.0,89.0,0.7616822429906542,0.172147001934236,-85.05802707933441,0.7339055793991416,0.7948717948717948,0.37974,-320.6250000002912,1386.2109374989232,3834.843749998402,7052.343749998527,10586.373046873681,4600.082888785035,0.99955,0.80106,11.1497,660.4292884321275,
M6E,510,29,7,0.25,50,39.00000000000014,0.7435897435897408,1862.5,387.5,517.0,385.0,80.0,52.0,0.8279569892473119,0.10058027079303675,-50.12088974857481,0.7959183673469388,0.8636363636363636,0.41972,-663.75000000037,934.8046874990921,3130.3124999990723,5987.2851562487085,9046.089843748543,3765.0549662351305,0.99995,0.89718,11.27684,629.3408133840817,
M6E,510,29,5,0.18,50,39.00000000000014,0.7435897435897408,1862.5,262.5,517.0,420.0,65.0,32.0,0.865979381443299,0.061895551257253385,-57.97872340427512,0.8366533864541833,0.8974358974358975,0.35928,-1378.125000000165,-295.4882812505,1153.1249999997613,3094.4531249992538,5280.011718749074,1612.0839095101219,0.9988,0.9352,10.11608,372.12869039943797,
M6E,510,39,39,1.0,45,39.00000000000014,0.9999999999999963,2238.75,2148.75,517.0,76.0,86.0,355.0,0.4691358024691358,0.6866537717601547,-88.08510638297855,0.4854368932038835,0.4406779661016949,0.3586,2829.4312499997004,5560.523437500149,9668.109375000111,15023.601562500446,21032.289843749983,11064.818534436086,0.99855,0.5132,12.17214,1222.8030662915098,
M6E,510,39,26,0.67,45,39.00000000000014,0.9999999999999963,2238.75,1417.5,517.0,154.0,82.0,281.0,0.652542372881356,0.5435203094777563,-93.08994197293234,0.6486486486486487,0.6590909090909091,0.36569,2333.8124999997844,4819.499999999898,8496.140624999449,13223.566406249534,18771.370312499294,9712.623846340477,0.9991,0.56922,12.12286,1107.0838372191852,
M6E,510,39,17,0.43,45,39.00000000000014,0.9999999999999963,2238.75,911.25,517.0,241.0,79.0,197.0,0.753125,0.38104448742746616,-107.34284332687754,0.7311827956989247,0.7835820895522388,0.35716,1088.4375000001817,3062.8125000001437,6034.500000000111,9793.722656250247,14215.674023438032,6960.347483423209,0.99955,0.65506,11.69948,875.149710133712,
M6E,510,39,13,0.33,45,39.00000000000014,0.9999999999999963,2238.75,686.25,517.0,285.0,71.0,161.0,0.800561797752809,0.3114119922630561,-109.08365570597232,0.7794117647058824,0.8289473684210527,0.34385,-51.131249999829805,1592.15625000065,3963.937500001206,7110.597656251148,10682.112304688757,4760.877384664064,0.99945,0.73058,11.18718,682.6695650971445,
M6E,510,39,10,0.25,45,39.00000000000014,0.9999999999999963,2238.75,517.5,517.0,330.0,60.0,127.0,0.8461538461538461,0.24564796905222436,-83.40667311415939,0.8160377358490566,0.8820224719101124,0.36855,-531.5625000005226,1075.4648437486771,3343.7812499990387,6332.000976560957,9652.02011718512,4063.087982217282,0.99955,0.81892,11.34738,641.2588172078987,
M6E,510,39,7,0.18,45,39.00000000000014,0.9999999999999963,2238.75,348.75,517.0,392.0,43.0,82.0,0.9011494252873563,0.15860735009671179,-35.31673114123142,0.8733624454148472,0.9320388349514563,0.4553,-374.75156250067056,1344.093749999411,3687.398437498957,6714.45703124838,9894.31611327956,4311.052359068769,1.0,0.91994,12.23024,734.9147693684092,
M6E,510,59,59,1.0,30,39.00000000000014,1.5128205128205072,2242.5,2182.5,517.0,29.0,31.0,457.0,0.48333333333333334,0.8839458413926499,-43.99903288201183,0.47619047619047616,0.5,0.41557,910.9124999998357,3135.375000000021,6470.085937500096,11019.585937500018,16357.66523437485,7729.0771069610655,0.99915,0.67846,15.85138,1112.1122053015147,
M6E,510,59,40,0.67,30,39.00000000000014,1.5128205128205072,2242.5,1470.0,517.0,77.0,31.0,409.0,0.7129629629629629,0.7911025145067698,-42.69342359767927,0.6986301369863014,0.7428571428571429,0.43247,992.2500000000164,3084.750000000034,6361.874999999987,10604.302734374927,15440.435156250152,7442.998002713007,0.9995,0.70222,15.73398,1061.2391603247065,
M6E,510,59,25,0.43,30,39.00000000000014,1.5128205128205072,2242.5,907.5,517.0,171.0,28.0,318.0,0.8592964824120602,0.6150870406189555,-37.47098646035491,0.84251968503937,0.8888888888888888,0.46703,580.4999999998417,2662.4531249997003,5613.4687499997,9430.066406249494,13872.82148437446,6577.990036995178,0.99985,0.77396,15.42226,954.6547659074693,
M6E,510,59,19,0.33,30,39.00000000000014,1.5128205128205072,2242.5,682.5,517.0,220.0,28.0,269.0,0.8870967741935484,0.5203094777562862,-63.510638297870116,0.8666666666666667,0.9183673469387755,0.42027,-523.1249999999131,987.1875000000747,3201.8203125000946,6107.167968750144,9425.995312500423,3946.521549267289,0.9995,0.79518,14.1332,637.2661358894499,
M6E,510,59,15,0.25,30,39.00000000000014,1.5128205128205072,2242.5,532.5,517.0,270.0,27.0,220.0,0.9090909090909091,0.425531914893617,-55.45938104447636,0.8908045977011494,0.9349593495934959,0.44062,-779.6249999997847,795.6562500005621,2906.2968750003247,5742.140625000673,8776.265625000478,3577.095052075617,0.9997,0.85222,13.573,588.4228172956026,
M6E,510,59,11,0.18,30,39.00000000000014,1.5128205128205072,2242.5,382.5,517.0,317.0,24.0,176.0,0.9296187683284457,0.3404255319148936,-61.11702127657298,0.9114583333333334,0.9530201342281879,0.40964,-1333.12499999948,-74.2499999994858,1587.5156250005061,3696.1523437505357,6103.1496093761425,2058.0937114855897,0.9995,0.90312,12.61688,402.65882810293414,
M6E,540,17,17,1.0,50,34.000000000000696,0.4999999999999898,1112.5,1012.5,517.0,203.0,195.0,119.0,0.5100502512562815,0.23017408123791103,-24.250483558995697,0.5345622119815668,0.48066298342541436,0.51168,1945.9687499998922,4370.62500000018,8026.171874999938,12564.492187500171,17590.139648437682,9048.842909912228,1.0,0.75414,14.87398,1089.5553647506858,
M6E,540,17,11,0.67,50,34.000000000000696,0.4999999999999898,1112.5,637.5,517.0,289.0,161.0,67.0,0.6422222222222222,0.12959381044487428,-1.7649903287926096,0.6708860759493671,0.6103286384976526,0.60043,1120.0078125013915,3467.4609375008486,6697.265625001794,10763.437500002217,15135.29296875266,7555.777389874843,1.0,0.89018,14.22196,950.5077742204405,
M6E,540,17,7,0.43,50,34.000000000000696,0.4999999999999898,1112.5,387.5,517.0,371.0,119.0,27.0,0.7571428571428571,0.05222437137330754,8.994197292029359,0.7768924302788844,0.7364016736401674,0.67,203.90624999865406,2194.804687498899,4826.249999998398,8113.35937499822,11628.483398434648,5478.383618004746,1.0,0.9675,13.39498,780.482653019879,
M6E,540,17,6,0.33,50,34.000000000000696,0.4999999999999898,1112.5,325.0,517.0,386.0,108.0,23.0,0.7813765182186235,0.04448742746615087,-1.8858800774056077,0.8023715415019763,0.7593360995850622,0.64785,-331.8750000008739,1375.3124999989695,3553.5937499989204,6264.052734373455,9205.400390623272,4096.893330830631,1.0,0.97406,12.98884,644.6761861471348,
M6E,540,17,4,0.25,50,34.000000000000696,0.4999999999999898,1112.5,200.0,517.0,421.0,82.0,14.0,0.8369781312127237,0.027079303675048357,-20.261121856893414,0.8431372549019608,0.8306451612903226,0.56479,-1102.5000000004884,-68.20312500047486,1220.6249999995025,2795.6249999992397,4592.812499999073,1540.9003451995986,0.9998,0.99138,11.83728,357.81483642671674,
M6E,540,17,3,0.18,50,34.000000000000696,,,,,,,,,,,,,,,,,,,,,,,,TP$<150
M6E,540,26,26,1.0,50,34.000000000000696,0.7647058823529255,1675.0,1575.0,517.0,129.0,130.0,258.0,0.4980694980694981,0.4990328820116054,-29.56963249516586,0.5263157894736842,0.45794392523364486,0.44301,4168.12500000009,7346.249999999913,11908.828124999816,17880.820312499207,24571.406249999152,13345.247380479448,0.99985,0.62032,13.93504,1446.9947449893557,
M6E,540,26,17,0.67,50,34.000000000000696,0.7647058823529255,1675.0,1012.5,517.0,218.0,123.0,176.0,0.6392961876832844,0.3404255319148936,-55.19825918760399,0.6461538461538462,0.6301369863013698,0.43299,2171.2500000002397,4592.812500000546,8139.023437500726,12629.882812500728,17568.632812500724,9151.804585087424,0.99995,0.6899,12.9536,1071.1747230606784,
M6E,540,26,11,0.43,50,34.000000000000696,0.7647058823529255,1675.0,637.5,517.0,309.0,101.0,107.0,0.7536585365853659,0.20696324951644102,-22.558027079258625,0.7566371681415929,0.75,0.50043,1386.2812500012972,3800.7421875014556,7173.193359377314,11282.519531252134,15725.531250003105,8038.484314551187,1.0,0.8373,12.85376,1011.1524987760001,
M6E,540,26,9,0.33,50,34.000000000000696,0.7647058823529255,1675.0,512.5,517.0,351.0,89.0,77.0,0.7977272727272727,0.14893617021276595,-5.029013539686831,0.803347280334728,0.7910447761194029,0.5394,1296.5624999991219,3699.843749998495,7071.328124998192,11240.332031248281,15717.023437497171,7903.177583534229,1.0,0.88438,13.05478,1033.003315650307,
M6E,540,26,6,0.25,50,34.000000000000696,0.7647058823529255,1675.0,325.0,517.0,404.0,68.0,45.0,0.8559322033898306,0.08704061895551257,-11.677949709891935,0.8554216867469879,0.8565022421524664,0.54215,-168.7500000005225,1631.2499999991728,4014.3164062487626,7064.999999998616,10389.880371091991,4649.73354648281,1.0,0.94856,12.57706,763.9042393984276,
M6E,540,26,5,0.18,50,34.000000000000696,0.7647058823529255,1675.0,262.5,517.0,422.0,61.0,34.0,0.8737060041407867,0.06576402321083172,-18.44777562865082,0.868,0.8798283261802575,0.5116,-575.1562500005454,857.460937499442,2783.6718749992406,5229.316406249094,7820.305664061172,3288.0357862521096,1.0,0.96428,12.46844,647.2016735944479,
M6E,540,34,34,1.0,50,34.000000000000696,0.9999999999999796,2175.0,2075.0,517.0,81.0,82.0,354.0,0.49693251533742333,0.6847195357833655,-21.107350096713894,0.5327102803738317,0.42857142857142855,0.43008,5096.2499999999045,8763.750000000084,14054.062500000346,20910.541992187365,28213.24218750065,15653.272444519193,0.99975,0.57872,13.9396,1647.965721917741,
M6E,540,34,23,0.67,50,34.000000000000696,0.9999999999999796,2175.0,1387.5,517.0,166.0,79.0,272.0,0.6775510204081633,0.5261121856866537,-22.074468085121243,0.6862745098039216,0.6630434782608695,0.447,4941.281249999524,8349.60937499945,13216.6406249993,19302.20947265558,26051.378906249094,14576.025805474612,0.99985,0.63268,14.083,1575.998476013879,
M6E,540,34,15,0.43,50,34.000000000000696,0.9999999999999796,2175.0,887.5,517.0,250.0,73.0,194.0,0.7739938080495357,0.37524177949709864,-41.900386847186574,0.7619047619047619,0.7910447761194029,0.44437,2674.687500000341,5371.875000000327,9093.515625000618,14013.852539063078,19294.699218751084,10244.104372631475,1.0,0.72576,13.20646,1213.533206224613,
M6E,540,34,11,0.33,50,34.000000000000696,0.9999999999999796,2175.0,637.5,517.0,311.0,61.0,145.0,0.8360215053763441,0.2804642166344294,-18.205996131496047,0.8238095238095238,0.8518518518518519,0.4917,2168.1562500006803,4761.5625000009195,8379.843750001597,12855.80566406481,17840.05664062791,9357.14034250154,1.0,0.82594,13.27908,1178.4265492454895,
M6E,540,34,8,0.25,50,34.000000000000696,0.9999999999999796,2175.0,450.0,517.0,368.0,51.0,98.0,0.8782816229116945,0.1895551257253385,-7.084139265033685,0.8558951965065502,0.9052631578947369,0.51959,1079.9999999992874,3391.874999998739,6685.664062497946,10674.931640622826,14898.04541015342,7468.542978121637,0.99995,0.90108,13.15802,1056.4793706393539,
M6E,540,34,6,0.18,50,34.000000000000696,0.9999999999999796,2175.0,325.0,517.0,408.0,40.0,69.0,0.9107142857142857,0.13346228239845262,-7.567698259223701,0.8921161825726142,0.9323671497584541,0.52999,281.24999999911427,2233.124999999568,4894.101562498812,8137.792968748234,11626.947509763739,5529.833429668687,1.0,0.94428,13.15252,914.1107517838051,
M6E,540,51,51,1.0,34,34.000000000000696,1.4999999999999694,2201.5,2133.5,517.0,33.0,28.0,456.0,0.5409836065573771,0.8820116054158608,-11.064796905222972,0.6097560975609756,0.4,0.47564,1891.2712499999946,4486.725000000124,8595.492187500238,13922.282812499998,19715.173593750234,9913.496663251037,0.9999,0.73078,17.17534,1376.1186795451918,
M6E,540,51,34,0.67,34,34.000000000000696,1.4999999999999694,2201.5,1411.0,517.0,81.0,28.0,408.0,0.7431192660550459,0.7891682785299806,-17.970019342358263,0.7808219178082192,0.6666666666666666,0.47957,1709.775000000385,4138.530468749887,7751.84062499995,12497.470312499989,17974.020893554865,8973.46232064944,0.99995,0.74514,16.77878,1253.2798718465217,
M6E,540,51,22,0.43,34,34.000000000000696,1.4999999999999694,2201.5,901.0,517.0,173.0,27.0,317.0,0.865,0.6131528046421664,-23.88878143134028,0.8699186991869918,0.8571428571428571,0.49788,1208.5087499996584,3335.399999999694,6515.409374999607,10698.764062499817,15175.830937500132,7546.822152513418,0.99995,0.78882,16.2161,1069.536062344448,
M6E,540,51,17,0.33,34,34.000000000000696,1.4999999999999694,2201.5,688.5,517.0,223.0,26.0,268.0,0.8955823293172691,0.5183752417794971,-34.57543520309147,0.891156462585034,0.9019607843137255,0.48667,183.60000000012104,2084.3859375001375,4758.300000000222,8206.298437500365,12091.78125000039,5584.769683202229,0.99995,0.82852,14.89394,834.4805425630047,
M6E,540,51,13,0.25,34,34.000000000000696,1.4999999999999694,2201.5,518.5,517.0,278.0,22.0,217.0,0.9266666666666666,0.4197292069632495,-21.093810444858704,0.9190751445086706,0.937007874015748,0.53,-47.812499999583466,1820.700000000381,4433.175000000601,7722.914062500973,11413.752187501328,5165.153806488606,1.0,0.89232,14.57198,796.6418068257327,
M6E,540,51,9,0.18,34,34.000000000000696,1.4999999999999694,2201.5,348.5,517.0,360.0,16.0,141.0,0.9574468085106383,0.2727272727272727,8.006769825888519,0.9523809523809523,0.963855421686747,0.63255,399.52124999920375,2350.46249999916,5059.757812498728,8317.103906248145,11876.902910153978,5703.148094635382,1.0,0.95802,14.84056,921.0021304023019,
ZN,510,10,10,1.0,5,19.0,0.5263157894736842,794.35,768.15,517.0,185.0,217.0,115.0,0.4601990049751244,0.22243713733075435,-66.14037717601546,0.463302752293578,0.45652173913043476,0.44956,-1361.8687499999994,-149.8485937499995,1439.161875,3648.507890625,6208.745203125005,2020.5212886562504,0.9995,0.8046,14.8504,339.14795369501957,
ZN,510,10,7,0.67,5,19.0,0.5263157894736842,794.35,533.775,517.0,242.0,197.0,78.0,0.55125284738041,0.15087040618955513,-65.0825918762089,0.5517241379310345,0.5507246376811594,0.45958,-1976.1412499999997,-776.7393750000005,637.3870312500001,2423.443359375,4478.554125000001,1003.5773197218018,0.99965,0.88884,13.3397,179.92342426157228,
ZN,510,10,4,0.43,5,19.0,0.5263157894736842,794.35,299.4,517.0,328.0,156.0,33.0,0.6776859504132231,0.06382978723404255,-62.96702127659575,0.6842105263157895,0.6708860759493671,0.42301,-1993.6125,-1084.5900000000001,-65.27250000000005,1063.7071875000001,2392.0762499999996,90.21382621092212,0.99855,0.96678,11.22586,20.680646027288795,
ZN,510,10,3,0.33,5,19.0,0.5263157894736842,794.35,221.275,517.0,379.0,123.0,15.0,0.7549800796812749,0.029013539651837523,-35.16237911025144,0.746031746031746,0.764,0.54854,-1484.0606249999998,-657.2475,344.5987499999999,1487.176875,2864.800406250001,529.861456022072,0.9998,0.9907,10.76072,122.8952943559754,
ZN,510,10,2,0.25,5,19.0,,,,,,,,,,,,,,,,,,,,,,,,TP$<150
ZN,510,14,14,1.0,5,19.0,0.7368421052631579,1106.85,1080.65,517.0,130.0,152.0,235.0,0.46099290780141844,0.45454545454545453,-73.54487427466147,0.4939759036144578,0.41379310344827586,0.40766,-506.84343749999795,830.2500000000016,2875.5281250000016,5630.683007812504,8824.505062500002,3626.669060689089,0.9986,0.70488,15.03522,562.2145216465213,
ZN,510,14,9,0.67,5,19.0,0.7368421052631579,1106.85,690.025,517.0,217.0,142.0,158.0,0.6044568245125348,0.3056092843326886,-69.9181818181818,0.6080402010050251,0.6,0.43003,-1191.5763749999994,121.230000000001,1902.1950000000006,4230.601875000001,7125.627726562506,2501.6648266862194,0.9993,0.81172,13.69128,403.751189188257,
ZN,510,14,6,0.43,5,19.0,0.7368421052631579,1106.85,455.65,517.0,278.0,128.0,111.0,0.6847290640394089,0.21470019342359767,-84.12272727272725,0.6866359447004609,0.6825396825396826,0.37547,-1975.7137499999994,-897.9271874999995,407.38218750000055,1983.469218750001,3802.165031250001,725.5294788894658,0.9986,0.8802,12.00814,144.85111222565934,
ZN,510,14,5,0.33,5,19.0,0.7368421052631579,1106.85,377.525,517.0,312.0,121.0,84.0,0.7205542725173211,0.16247582205029013,-80.79825918762087,0.72,0.7211538461538461,0.37307,-2050.112812499999,-997.2337499999998,215.76374999999996,1660.5703125000005,3386.5387031250034,475.54217634484905,0.9988,0.91722,11.41614,103.99386835371105,
ZN,510,14,4,0.25,5,19.0,0.7368421052631579,1106.85,299.4,517.0,347.0,104.0,66.0,0.7694013303769401,0.1276595744680851,-66.29148936170212,0.7844827586206896,0.7534246575342466,0.39286,-1934.4487499999998,-929.6549999999996,206.70750000000015,1487.9257031250004,3048.3649335937566,419.12565773139994,0.9982,0.9531,11.008,103.4731717163636,
ZN,510,14,3,0.18,5,19.0,0.7368421052631579,1106.85,221.275,517.0,396.0,84.0,37.0,0.825,0.07156673114119923,-41.35797872340422,0.8223140495867769,0.8277310924369747,0.47878,-1465.6488749999999,-505.3401562499997,558.3768750000004,1898.4856640625007,3457.8132978515655,831.1440899601293,0.9995,0.98318,11.07884,201.8765384352632,
ZN,510,19,19,1.0,5,19.0,1.0,1497.475,1471.275,517.0,82.0,95.0,340.0,0.4632768361581921,0.6576402321083172,-49.06470019342356,0.49166666666666664,0.40350877192982454,0.43017,709.8727500000016,2605.480312500001,5580.444375000002,9565.565800781253,14144.475867187504,6657.8084347372305,0.9995,0.68594,15.48252,931.9729449257998,
ZN,510,19,13,0.67,5,19.0,1.0,1497.475,1002.525,517.0,150.0,93.0,274.0,0.6172839506172839,0.5299806576402321,-72.03375241779497,0.6129032258064516,0.625,0.40016,-224.34131249999913,1246.0162500000006,3484.0659375000005,6523.500937500001,10028.785359375004,4308.870278518892,0.99885,0.70868,14.49914,654.7325904447144,
ZN,510,19,8,0.43,5,19.0,1.0,1497.475,611.9,517.0,244.0,86.0,187.0,0.7393939393939394,0.3617021276595745,-72.18486460348161,0.7074468085106383,0.7816901408450704,0.40878,-1057.0601249999988,290.2725000000002,2137.2468750000007,4545.803320312501,7436.1206250000005,2736.2601560547187,0.99975,0.82098,12.99626,449.9055702222475,
ZN,510,19,6,0.33,5,19.0,1.0,1497.475,455.65,517.0,291.0,78.0,148.0,0.7886178861788617,0.2862669245647969,-76.56711798839459,0.7647058823529411,0.8181818181818182,0.38685,-1594.6762499999995,-425.0517187499988,1118.1051562500002,3048.3319921875013,5312.582578125004,1558.4719027262427,0.9994,0.87262,12.18544,297.13138365671097,
ZN,510,19,5,0.25,5,19.0,1.0,1497.475,377.525,517.0,326.0,73.0,118.0,0.8170426065162907,0.22823984526112184,-71.12707930367505,0.794392523364486,0.8432432432432433,0.39055,-1706.0399999999995,-545.7234374999996,898.2562500000004,2751.041953125001,4818.837375000002,1293.8763514660955,0.9993,0.91128,11.64946,260.3229439997682,
ZN,510,19,3,0.18,5,19.0,1.0,1497.475,221.275,517.0,406.0,53.0,58.0,0.8845315904139434,0.11218568665377177,-44.38022243713731,0.8607594936708861,0.9099099099099099,0.43123,-1360.3724999999997,-352.68468749999977,821.0028515625006,2356.8665625000003,4112.315789062503,1155.7944577869193,0.9989,0.97502,11.51426,296.52538932735,
ZN,510,28,28,1.0,5,19.0,1.4736842105263157,2200.6,2174.4,517.0,35.0,34.0,448.0,0.5072463768115942,0.8665377176015474,-53.14472920696324,0.5471698113207547,0.375,0.40103,847.9136250000009,2958.7190625000017,6168.211875000001,10520.398125000002,15470.304873046882,7371.917618922182,0.99865,0.64652,15.3535,1042.5196706083375,
ZN,510,28,19,0.67,5,19.0,1.4736842105263157,2200.6,1471.275,517.0,83.0,33.0,401.0,0.7155172413793104,0.7756286266924565,-40.45130560928431,0.7195121951219512,0.7058823529411765,0.43501,1287.7087500000007,3472.008750000002,6826.910625000001,11360.478867187503,16249.391701171873,7995.10037782599,0.99975,0.68266,15.7467,1099.6200764797306,
ZN,510,28,12,0.43,5,19.0,1.4736842105263157,2200.6,924.4,517.0,178.0,32.0,307.0,0.8476190476190476,0.5938104448742747,-55.10918762088974,0.824,0.8823529411764706,0.42643,438.95306250000056,2220.4645312500015,4966.2028125000015,8676.57814453125,12744.91483593751,5946.77653936029,0.99945,0.7284,14.81992,862.5876418067322,
ZN,510,28,9,0.33,5,19.0,1.4736842105263157,2200.6,690.025,517.0,232.0,30.0,255.0,0.8854961832061069,0.4932301740812379,-59.34032882011605,0.8666666666666667,0.9107142857142857,0.42765,-206.1112499999998,1454.5406250000008,3810.528984375001,6936.166054687502,10374.819328125013,4586.76219246376,0.9997,0.79062,13.80016,696.3769459045419,
ZN,510,28,7,0.25,5,19.0,1.4736842105263157,2200.6,533.775,517.0,270.0,28.0,219.0,0.9060402684563759,0.42359767891682787,-69.46484526112185,0.8848484848484849,0.9323308270676691,0.4018,-927.1349999999991,433.00476562500035,2382.913125,4952.810917968751,7831.374785156253,3028.4857198885,0.9997,0.83388,12.98262,519.6940045808723,
ZN,510,28,5,0.18,5,19.0,1.4736842105263157,2200.6,377.525,517.0,332.0,24.0,161.0,0.9325842696629213,0.3114119922630561,-59.03810444874275,0.9202127659574468,0.9464285714285714,0.41507,-1254.7327499999994,10.507500000000064,1720.6790624999999,3979.1007421875006,6538.952250000001,2254.1277788238035,0.9999,0.90616,12.34982,434.50395438744283,
ZN,540,8,8,1.0,5,17.0,0.47058823529411764,638.1,611.9,517.0,215.0,217.0,85.0,0.4976851851851852,0.1644100580270793,-18.84226305609285,0.48484848484848486,0.5124378109452736,0.63125,-1162.079999999999,302.47874999999954,2315.6015625,4799.080458984376,7589.806734375003,2865.833976692059,0.99995,0.91998,16.47644,457.46616504681253,
ZN,540,8,5,0.67,5,17.0,0.47058823529411764,638.1,377.525,517.0,286.0,189.0,42.0,0.6021052631578947,0.08123791102514506,-33.04680851063831,0.5975609756097561,0.6069868995633187,0.6045,-1847.7337499999999,-721.665,607.9499999999996,2197.9536328125005,4058.6972343750012,902.2592918504333,1.0,0.97084,13.3455,167.95019728251341,
