product,entry_open,sl,tp,rr,nc,R,sl_over_R,sl_usd,tp_net_usd,n,tp_n,sl_n,flat_n,wr_cond,flat_share,ev_trade,wr_h1,wr_h2,combine_pass,p10,p25,p50,p75,p90,mean,p_ge1_payout_1y,xfa_p_ge1_payout,xfa_avg_days,xfa_mean_payout,skipped
M2K,510,461,83,0.18,9,307.00000000000273,1.5016286644951007,2085.48,362.52,515.0,336.0,22.0,157.0,0.9385474860335196,0.3048543689320388,-16.152815533975563,0.963855421686747,0.9166666666666666,0.55169,-512.5112999999293,1106.8245000000966,3296.51775000016,6033.054656250246,9099.823563281549,3884.352850946376,1.0,0.94416,13.89002,674.7281397541916,
MCL,510,64,64,1.0,30,128.0000000000001,0.49999999999999956,1965.6,1874.4,516.0,197.0,201.0,118.0,0.4949748743718593,0.22868217054263565,-73.85581395348852,0.4975369458128079,0.49230769230769234,0.40931,7567.9919999999975,11786.647500000003,17703.359999999957,25055.65687500004,33323.33700000001,19333.916598445325,0.99985,0.45378,10.49878,1499.0626787203132,
MCL,510,64,43,0.67,30,128.0000000000001,0.49999999999999956,1965.6,1244.4,516.0,264.0,178.0,74.0,0.5972850678733032,0.1434108527131783,-84.26279069766805,0.6052631578947368,0.5887850467289719,0.37862,4876.740000000169,8222.76562500023,12897.157500000314,18934.846875000338,25345.89056250061,14240.37986946198,0.99985,0.55286,10.42576,1311.8077744514933,
MCL,510,64,28,0.43,30,128.0000000000001,0.49999999999999956,1965.6,794.4,516.0,341.0,141.0,34.0,0.7074688796680498,0.06589147286821706,-41.704651162789105,0.7024793388429752,0.7125,0.44461,3893.5080000000476,7047.135000000039,11519.0100000001,16933.60687500013,22678.30237500013,12580.438147427674,1.0,0.74394,11.19658,1286.2208075120823,
MCL,510,64,21,0.33,30,128.0000000000001,0.49999999999999956,1965.6,584.4,516.0,377.0,119.0,20.0,0.7600806451612904,0.03875968992248062,-52.80930232559031,0.75,0.7701612903225806,0.41831,1662.099749999764,4112.3699999998325,7576.427812499606,11851.45171874957,16483.44747656185,8487.195822271844,1.0,0.80702,11.20234,1035.7198235049632,
MCL,510,64,16,0.25,30,128.0000000000001,0.49999999999999956,1965.6,434.4,516.0,404.0,99.0,13.0,0.8031809145129225,0.025193798449612403,-57.2279069767525,0.8063241106719368,0.8,0.40364,11.879999999879855,1930.4999999998458,4492.698749999684,7796.937656249675,11432.92049999951,5247.907031914118,0.9998,0.86216,10.555,755.3857736549522,
MCL,510,64,12,0.18,30,128.0000000000001,0.49999999999999956,1965.6,314.4,516.0,423.0,82.0,11.0,0.8376237623762376,0.02131782945736434,-73.79767441859933,0.8385826771653543,0.8366533864541833,0.34189,-891.0539999999544,432.9450000001586,2227.2300000001424,4581.693281250184,7161.763500000238,2762.7328748651303,0.9996,0.90282,10.8375,553.5256491562782,
MCL,510,96,96,1.0,23,128.0000000000001,0.7499999999999993,2242.96,2173.04,516.0,136.0,147.0,233.0,0.48056537102473496,0.45155038759689925,-97.31852713178262,0.46715328467153283,0.4931506849315068,0.36076,5290.878599999962,8981.936999999922,14309.095499999941,21213.299249999964,28732.781474999883,15946.054781958914,0.9984,0.41488,10.3179,1370.4787077482754,
MCL,510,96,64,0.67,23,128.0000000000001,0.7499999999999993,2242.96,1437.04,516.0,206.0,133.0,177.0,0.6076696165191741,0.3430232558139535,-129.72356589146924,0.5930232558139535,0.6227544910179641,0.34342,3396.3318000000336,6153.903000000017,10235.580750000081,15624.618750000103,21574.709550000065,11566.759542859492,0.99885,0.49574,10.37092,1133.4562443251436,
MCL,510,96,41,0.43,23,128.0000000000001,0.7499999999999993,2242.96,908.04,516.0,293.0,113.0,110.0,0.7216748768472906,0.2131782945736434,-102.84565891473049,0.7183098591549296,0.7253886010362695,0.37935,2640.0158999999608,5230.2172499999,8959.994999999853,13656.553312499766,18840.208499999782,10012.253296068973,0.9999,0.65122,10.77488,1060.2318556089692,
