sl_ticks,tp_ticks,rr,max_holding_bars,direction,nc,trades_per_day,wr_used_mid_bracket,wr_bracket_width,pass_rate_15d,blow_rate,avg_days_to_pass,combines_por_ano,costo_esperado_por_combine
30,15,0.5,45,always_short,40,1,0.6697,0.0316,0.5869,0.4131,6.28,23.54,83.49
30,15,0.5,45,always_short,50,2,0.6697,0.0316,0.4085,0.5915,4.37,23.53,119.95
30,10,0.333,30,alternate,50,1,0.7419,0.0452,0.6764,0.3236,7.24,23.53,72.45
30,6,0.2,30,always_short,50,2,0.8192,0.0629,0.5807,0.4193,6.22,23.52,84.37
50,20,0.4,100,alternate,20,2,0.713,0.0087,0.5667,0.4333,6.07,23.52,86.46
50,20,0.4,130,alternate,20,2,0.7129,0.0087,0.5665,0.4335,6.07,23.51,86.5
40,20,0.5,45,always_short,30,1,0.6692,0.0141,0.586,0.414,6.28,23.5,83.62
40,20,0.5,45,always_short,40,2,0.6692,0.0141,0.4078,0.5923,4.37,23.49,120.17
50,20,0.4,66,alternate,20,2,0.7129,0.0087,0.566,0.434,6.07,23.48,86.57
25,12,0.48,100,alternate,50,1,0.6688,0.053,0.5851,0.4149,6.28,23.47,83.74
25,12,0.48,130,alternate,50,1,0.6688,0.053,0.5849,0.4151,6.28,23.46,83.78
25,12,0.48,66,alternate,50,1,0.6687,0.053,0.5846,0.4154,6.28,23.45,83.81
30,12,0.4,30,always_short,30,2,0.7135,0.0386,0.564,0.436,6.06,23.44,86.88
25,12,0.48,45,alternate,50,1,0.6687,0.0529,0.5843,0.4158,6.28,23.43,83.87
40,6,0.15,30,always_short,40,2,0.8597,0.0329,0.6709,0.3291,7.23,23.38,73.04
25,12,0.48,30,alternate,50,1,0.6681,0.0529,0.5827,0.4173,6.28,23.37,84.08
50,25,0.5,30,alternate,40,2,0.6495,0.0071,0.4395,0.5605,4.74,23.37,111.49
40,12,0.3,30,alternate,30,2,0.7631,0.0219,0.4834,0.5166,5.22,23.35,101.37
30,15,0.5,30,always_short,40,1,0.6678,0.0316,0.5817,0.4183,6.29,23.32,84.23
30,15,0.5,30,always_short,50,2,0.6678,0.0316,0.4044,0.5956,4.38,23.27,121.17
40,6,0.15,130,alternate,40,2,0.8587,0.0343,0.6669,0.3331,7.24,23.21,73.48
40,6,0.15,45,alternate,40,2,0.8587,0.0342,0.6669,0.3331,7.24,23.21,73.48
50,20,0.4,45,alternate,20,2,0.7106,0.0087,0.5601,0.4399,6.08,23.21,87.48
40,6,0.15,100,alternate,40,2,0.8587,0.0343,0.6669,0.3331,7.24,23.21,73.48
40,6,0.15,66,alternate,40,2,0.8587,0.0343,0.6669,0.3331,7.24,23.21,73.48
50,25,0.5,45,always_short,30,2,0.6672,0.0075,0.403,0.597,4.38,23.2,121.59
30,6,0.2,130,alternate,50,2,0.8167,0.0636,0.5734,0.4266,6.23,23.19,85.46
30,6,0.2,45,alternate,50,2,0.8166,0.0636,0.573,0.427,6.23,23.18,85.51
30,6,0.2,100,alternate,50,2,0.8166,0.0636,0.573,0.427,6.23,23.18,85.51
30,6,0.2,66,alternate,50,2,0.8166,0.0636,0.573,0.427,6.23,23.18,85.51
40,10,0.25,130,always_short,40,1,0.7988,0.024,0.7481,0.2519,8.14,23.17,65.5
40,10,0.25,100,always_short,40,1,0.7988,0.024,0.7481,0.2519,8.14,23.17,65.5
40,10,0.25,45,always_short,40,1,0.7986,0.024,0.7481,0.2519,8.14,23.17,65.5
40,10,0.25,66,always_short,40,1,0.7987,0.024,0.7481,0.2519,8.14,23.17,65.5
30,10,0.333,130,always_long,50,1,0.7373,0.0453,0.6666,0.3334,7.26,23.15,73.5
30,10,0.333,45,always_long,50,1,0.7372,0.0452,0.6666,0.3334,7.26,23.15,73.5
30,10,0.333,100,always_long,50,1,0.7373,0.0453,0.6666,0.3334,7.26,23.15,73.5
30,10,0.333,66,always_long,50,1,0.7372,0.0452,0.6666,0.3334,7.26,23.15,73.5
50,8,0.16,130,alternate,30,2,0.8578,0.0178,0.6654,0.3346,7.25,23.14,73.64
50,8,0.16,66,alternate,30,2,0.8579,0.0177,0.6655,0.3345,7.25,23.14,73.63
50,8,0.16,30,always_short,30,2,0.8578,0.0171,0.6654,0.3346,7.25,23.14,73.64
50,8,0.16,100,alternate,30,2,0.8578,0.0178,0.6654,0.3346,7.25,23.14,73.64
40,6,0.15,30,alternate,40,2,0.8576,0.0342,0.6647,0.3352,7.25,23.12,73.71
50,8,0.16,45,alternate,30,2,0.8576,0.0177,0.6647,0.3352,7.25,23.12,73.71
50,25,0.5,130,always_short,20,1,0.6726,0.0075,0.5719,0.4281,6.24,23.11,85.68
50,25,0.5,100,always_short,20,1,0.6726,0.0075,0.5716,0.4284,6.24,23.1,85.72
30,10,0.333,30,always_long,50,1,0.7366,0.0451,0.665,0.335,7.26,23.08,73.68
30,6,0.2,30,alternate,50,2,0.816,0.0635,0.5709,0.4291,6.24,23.07,85.83
50,25,0.5,66,always_short,20,1,0.672,0.0075,0.5707,0.4293,6.24,23.07,85.85
40,20,0.5,130,alternate,30,1,0.6653,0.0139,0.576,0.424,6.29,23.06,85.07
40,20,0.5,66,alternate,30,1,0.6653,0.0139,0.5759,0.4241,6.29,23.06,85.09
40,20,0.5,100,alternate,30,1,0.6653,0.0139,0.576,0.424,6.29,23.06,85.07
25,10,0.4,130,always_short,40,2,0.7097,0.063,0.5554,0.4446,6.09,22.99,88.23
25,10,0.4,100,always_short,40,2,0.7096,0.0629,0.5553,0.4447,6.09,22.99,88.25
25,10,0.4,45,always_short,40,2,0.7095,0.0629,0.5549,0.4451,6.09,22.97,88.31
25,10,0.4,66,always_short,40,2,0.7095,0.0629,0.5549,0.4451,6.09,22.97,88.31
40,20,0.5,45,alternate,30,1,0.6642,0.0139,0.5736,0.4264,6.3,22.96,85.42
40,12,0.3,100,always_long,30,2,0.7604,0.023,0.475,0.525,5.22,22.94,103.16
40,12,0.3,66,always_long,30,2,0.7605,0.023,0.475,0.525,5.22,22.94,103.16
40,20,0.5,30,always_short,30,1,0.6638,0.0141,0.5727,0.4273,6.3,22.93,85.55
40,12,0.3,130,always_long,30,2,0.7604,0.023,0.4749,0.5251,5.22,22.93,103.19
40,12,0.3,45,always_long,30,2,0.7604,0.0229,0.4749,0.5251,5.22,22.93,103.19
40,10,0.25,30,always_short,40,1,0.7957,0.024,0.7419,0.2581,8.16,22.92,66.05
50,4,0.08,66,always_short,50,2,0.9201,0.0225,0.8209,0.1791,9.03,22.91,59.69
30,15,0.5,100,alternate,40,1,0.6635,0.0316,0.572,0.428,6.3,22.9,85.66
30,15,0.5,130,alternate,40,1,0.6635,0.0316,0.572,0.428,6.3,22.9,85.66
50,4,0.08,45,always_short,50,2,0.92,0.0224,0.8203,0.1797,9.03,22.89,59.74
30,15,0.5,66,alternate,40,1,0.6634,0.0316,0.572,0.428,6.3,22.89,85.66
30,15,0.5,45,alternate,40,1,0.6633,0.0316,0.5719,0.4281,6.3,22.89,85.68
50,4,0.08,130,always_short,50,2,0.92,0.0225,0.8205,0.1795,9.03,22.89,59.72
50,4,0.08,100,always_short,50,2,0.92,0.0225,0.8203,0.1797,9.03,22.89,59.74
40,20,0.5,100,alternate,40,2,0.6653,0.0139,0.3979,0.6021,4.38,22.88,123.15
40,20,0.5,130,alternate,40,2,0.6653,0.0139,0.3977,0.6022,4.38,22.87,123.19
40,20,0.5,66,alternate,40,2,0.6653,0.0139,0.3977,0.6022,4.38,22.87,123.19
50,25,0.5,100,alternate,30,2,0.6652,0.0071,0.3977,0.6022,4.38,22.87,123.19
50,25,0.5,130,alternate,30,2,0.6652,0.0071,0.3977,0.6022,4.38,22.87,123.19
25,12,0.48,100,always_long,50,1,0.6629,0.0526,0.5711,0.4289,6.3,22.85,85.8
40,6,0.15,45,always_long,40,2,0.8559,0.0356,0.6579,0.3421,7.26,22.85,74.48
40,6,0.15,66,always_long,40,2,0.8559,0.0356,0.658,0.342,7.26,22.85,74.47
25,10,0.4,30,always_short,40,2,0.7088,0.0629,0.5526,0.4474,6.09,22.85,88.67
25,12,0.48,66,always_long,50,1,0.6628,0.0525,0.5707,0.4293,6.3,22.84,85.85
40,6,0.15,100,always_long,40,2,0.8558,0.0357,0.6577,0.3422,7.26,22.84,74.5
25,12,0.48,130,always_long,50,1,0.6628,0.0526,0.5709,0.4291,6.3,22.84,85.83
30,12,0.4,130,alternate,30,2,0.7093,0.0388,0.5516,0.4484,6.09,22.84,88.83
25,12,0.48,45,always_long,50,1,0.6627,0.0525,0.5707,0.4293,6.3,22.84,85.85
30,12,0.4,100,alternate,30,2,0.7093,0.0388,0.5516,0.4484,6.09,22.84,88.83
40,6,0.15,130,always_long,40,2,0.8558,0.0357,0.6576,0.3424,7.26,22.84,74.51
30,12,0.4,66,alternate,30,2,0.7092,0.0387,0.5516,0.4484,6.09,22.84,88.83
50,25,0.5,66,alternate,30,2,0.6649,0.0071,0.3972,0.6028,4.38,22.84,123.35
40,10,0.25,130,alternate,40,1,0.7945,0.0251,0.7391,0.2609,8.16,22.83,66.29
40,10,0.25,66,alternate,40,1,0.7945,0.025,0.7391,0.2609,8.16,22.83,66.29
25,12,0.48,30,always_long,50,1,0.6625,0.0525,0.5707,0.4293,6.3,22.83,85.85
40,10,0.25,100,alternate,40,1,0.7945,0.0251,0.7391,0.2609,8.16,22.83,66.29
30,12,0.4,45,alternate,30,2,0.7091,0.0387,0.5514,0.4486,6.09,22.83,88.87
40,10,0.25,45,alternate,40,1,0.7944,0.025,0.7386,0.2614,8.16,22.81,66.34
40,6,0.15,30,always_long,40,2,0.8555,0.0356,0.6566,0.3434,7.26,22.8,74.62
30,15,0.5,30,alternate,40,1,0.662,0.0315,0.5696,0.4304,6.3,22.78,86.02
50,8,0.16,30,alternate,30,2,0.8553,0.0177,0.6562,0.3438,7.26,22.78,74.67
40,12,0.3,30,always_long,30,2,0.7594,0.0229,0.4715,0.5285,5.22,22.76,103.92
40,20,0.5,45,alternate,40,2,0.6642,0.0139,0.3952,0.6048,4.38,22.74,123.97
50,20,0.4,66,always_long,20,2,0.7076,0.0085,0.5504,0.4496,6.1,22.73,89.03
50,20,0.4,100,always_long,20,2,0.7076,0.0085,0.5504,0.4496,6.1,22.73,89.03
50,20,0.4,130,always_long,20,2,0.7074,0.0085,0.5497,0.4502,6.1,22.71,89.13
30,6,0.2,66,always_long,50,2,0.8131,0.0642,0.5626,0.4374,6.25,22.69,87.09
30,6,0.2,45,always_long,50,2,0.8131,0.0642,0.5626,0.4374,6.25,22.69,87.09
30,6,0.2,100,always_long,50,2,0.8131,0.0642,0.5624,0.4376,6.25,22.68,87.13
40,20,0.5,30,always_short,40,2,0.6638,0.0141,0.3944,0.6056,4.38,22.68,124.25
50,25,0.5,30,always_long,40,2,0.6441,0.0068,0.4285,0.5715,4.76,22.68,114.35
30,6,0.2,130,always_long,50,2,0.8131,0.0643,0.5625,0.4375,6.25,22.68,87.11
30,12,0.4,30,alternate,30,2,0.7081,0.0387,0.5483,0.4517,6.09,22.68,89.38
50,4,0.08,30,always_short,50,2,0.9184,0.0224,0.8136,0.1864,9.05,22.67,60.22
40,10,0.25,30,alternate,40,1,0.7926,0.025,0.7345,0.2655,8.17,22.66,66.71
30,6,0.2,30,always_long,50,2,0.8128,0.0642,0.5616,0.4384,6.25,22.65,87.25
50,4,0.08,45,alternate,50,2,0.9181,0.0246,0.8129,0.1871,9.05,22.64,60.28
50,4,0.08,66,alternate,50,2,0.9181,0.0246,0.8129,0.1871,9.05,22.64,60.28
50,4,0.08,100,alternate,50,2,0.9181,0.0246,0.8126,0.1874,9.05,22.63,60.3
30,15,0.5,130,alternate,50,2,0.6635,0.0316,0.3936,0.6064,4.38,22.63,124.48
50,4,0.08,130,alternate,50,2,0.9181,0.0247,0.8126,0.1874,9.05,22.63,60.3
50,8,0.16,66,always_long,30,2,0.854,0.0184,0.6525,0.3475,7.27,22.63,75.1
30,15,0.5,100,alternate,50,2,0.6635,0.0316,0.3936,0.6064,4.38,22.63,124.48
50,8,0.16,45,always_long,30,2,0.854,0.0184,0.6525,0.3475,7.27,22.63,75.1
50,8,0.16,100,always_long,30,2,0.8539,0.0184,0.6522,0.3478,7.27,22.62,75.12
30,15,0.5,66,alternate,50,2,0.6634,0.0316,0.3932,0.6068,4.38,22.61,124.6
50,8,0.16,130,always_long,30,2,0.8538,0.0184,0.6521,0.3479,7.27,22.61,75.14
50,20,0.4,45,always_long,20,2,0.7065,0.0085,0.5471,0.4529,6.1,22.6,89.56
40,20,0.5,66,always_long,30,1,0.6598,0.0137,0.5656,0.4344,6.31,22.6,86.63
30,15,0.5,45,alternate,50,2,0.6633,0.0316,0.393,0.607,4.38,22.59,124.68
50,25,0.5,45,always_short,20,1,0.6672,0.0075,0.5599,0.4401,6.25,22.59,87.52
40,20,0.5,100,always_long,30,1,0.6597,0.0137,0.5655,0.4345,6.31,22.59,86.65
40,20,0.5,130,always_long,30,1,0.6597,0.0137,0.5651,0.4349,6.31,22.58,86.71
40,20,0.5,30,alternate,30,1,0.6595,0.0137,0.5644,0.4356,6.31,22.55,86.82
50,20,0.4,30,always_short,20,2,0.7059,0.0089,0.5463,0.4537,6.1,22.55,89.7
40,20,0.5,45,always_long,30,1,0.6593,0.0137,0.564,0.436,6.31,22.53,86.88
50,4,0.08,30,alternate,50,2,0.9172,0.0246,0.809,0.191,9.05,22.51,60.57
40,15,0.375,100,always_short,30,1,0.73,0.0174,0.6508,0.3493,7.29,22.5,75.3
40,15,0.375,130,always_short,30,1,0.73,0.0174,0.6508,0.3493,7.29,22.5,75.3
50,8,0.16,30,always_long,30,2,0.8529,0.0183,0.649,0.351,7.27,22.49,75.5
40,15,0.375,66,always_short,30,1,0.7299,0.0173,0.6505,0.3495,7.29,22.49,75.33
40,10,0.25,130,always_long,40,1,0.7902,0.0261,0.7281,0.2719,8.18,22.43,67.3
40,10,0.25,45,always_long,40,1,0.7902,0.0261,0.7281,0.2719,8.18,22.43,67.3
40,10,0.25,100,always_long,40,1,0.7902,0.0261,0.7281,0.2719,8.18,22.43,67.3
40,10,0.25,66,always_long,40,1,0.7903,0.0261,0.7281,0.2719,8.18,22.43,67.3
30,15,0.5,30,alternate,50,2,0.662,0.0315,0.3901,0.6099,4.39,22.42,125.6
40,15,0.375,45,always_short,30,1,0.7291,0.0173,0.6486,0.3514,7.29,22.41,75.54
40,10,0.25,30,always_long,40,1,0.7894,0.026,0.7266,0.2734,8.18,22.38,67.44
50,4,0.08,45,always_long,50,2,0.9162,0.0268,0.8045,0.1955,9.06,22.37,60.91
50,4,0.08,66,always_long,50,2,0.9162,0.0268,0.8045,0.1955,9.06,22.37,60.91
50,25,0.5,100,alternate,20,1,0.6652,0.0071,0.555,0.445,6.25,22.37,88.29
50,4,0.08,130,always_long,50,2,0.9162,0.0268,0.8045,0.1955,9.06,22.37,60.91
50,4,0.08,100,always_long,50,2,0.9162,0.0268,0.8045,0.1955,9.06,22.37,60.91
50,25,0.5,130,alternate,20,1,0.6652,0.0071,0.5547,0.4452,6.25,22.36,88.33
50,4,0.08,30,always_long,50,2,0.916,0.0267,0.8043,0.1958,9.06,22.36,60.93
30,15,0.5,100,always_long,40,1,0.6571,0.0316,0.56,0.44,6.32,22.35,87.5
30,15,0.5,130,always_long,40,1,0.6571,0.0316,0.5599,0.4401,6.32,22.34,87.52
30,15,0.5,66,always_long,40,1,0.6571,0.0315,0.5597,0.4402,6.32,22.34,87.54
50,25,0.5,66,alternate,20,1,0.6649,0.0071,0.5543,0.4457,6.25,22.34,88.41
30,15,0.5,45,always_long,40,1,0.657,0.0315,0.5596,0.4404,6.32,22.33,87.56
50,25,0.5,45,alternate,30,2,0.6613,0.0071,0.3885,0.6115,4.39,22.31,126.13
30,15,0.5,30,always_long,40,1,0.6561,0.0315,0.5579,0.4421,6.32,22.25,87.83
25,10,0.4,100,alternate,40,2,0.7042,0.0625,0.5387,0.4612,6.11,22.23,90.95
25,10,0.4,130,alternate,40,2,0.7042,0.0625,0.5387,0.4612,6.11,22.23,90.95
25,10,0.4,66,alternate,40,2,0.7041,0.0624,0.5386,0.4614,6.11,22.22,90.97
25,10,0.4,45,alternate,40,2,0.7041,0.0624,0.5386,0.4614,6.11,22.21,90.97
25,10,0.4,30,alternate,40,2,0.7035,0.0624,0.5365,0.4635,6.11,22.13,91.33
40,20,0.5,30,always_long,30,1,0.6551,0.0134,0.5551,0.4449,6.32,22.12,88.27
40,20,0.5,66,always_long,40,2,0.6598,0.0137,0.3851,0.6149,4.39,22.09,127.23
40,20,0.5,100,always_long,40,2,0.6597,0.0137,0.385,0.615,4.39,22.08,127.27
50,20,0.4,30,alternate,20,2,0.7029,0.0087,0.536,0.464,6.12,22.08,91.42
40,15,0.375,30,always_short,30,1,0.7253,0.0173,0.6399,0.3601,7.31,22.07,76.58
40,20,0.5,130,always_long,40,2,0.6597,0.0137,0.3846,0.6154,4.39,22.07,127.4
40,20,0.5,30,alternate,40,2,0.6595,0.0137,0.3846,0.6154,4.39,22.06,127.4
50,25,0.5,45,alternate,20,1,0.6613,0.0071,0.548,0.452,6.26,22.05,89.42
30,12,0.4,100,always_long,30,2,0.7034,0.0388,0.5337,0.4662,6.11,22.03,91.8
30,12,0.4,45,always_long,30,2,0.7033,0.0388,0.5335,0.4665,6.11,22.02,91.85
30,12,0.4,130,always_long,30,2,0.7034,0.0389,0.5335,0.4665,6.11,22.02,91.85
30,12,0.4,66,always_long,30,2,0.7034,0.0388,0.5335,0.4665,6.11,22.02,91.85
40,20,0.5,45,always_long,40,2,0.6593,0.0137,0.384,0.616,4.4,22.01,127.6
40,15,0.375,130,alternate,30,1,0.7247,0.0182,0.6379,0.3621,7.31,21.99,76.82
40,15,0.375,66,alternate,30,1,0.7246,0.0181,0.6379,0.3621,7.31,21.99,76.82
40,15,0.375,100,alternate,30,1,0.7247,0.0182,0.6379,0.3621,7.31,21.99,76.82
40,15,0.375,45,alternate,30,1,0.7241,0.0181,0.6365,0.3635,7.31,21.94,76.98
30,12,0.4,30,always_long,30,2,0.7026,0.0387,0.5315,0.4685,6.11,21.92,92.19
30,8,0.267,100,always_short,50,1,0.7833,0.0537,0.7131,0.2869,8.21,21.88,68.71
30,8,0.267,130,always_short,50,1,0.7834,0.0537,0.7133,0.2868,8.21,21.88,68.7
30,8,0.267,66,always_short,50,1,0.7832,0.0537,0.7129,0.2871,8.21,21.87,68.74
30,8,0.267,45,always_short,50,1,0.7831,0.0537,0.7124,0.2876,8.21,21.86,68.78
50,25,0.5,100,always_long,30,2,0.6579,0.0068,0.3809,0.6191,4.4,21.82,128.65
50,25,0.5,66,always_long,30,2,0.6578,0.0068,0.3806,0.6194,4.4,21.8,128.74
50,25,0.5,130,always_long,30,2,0.6577,0.0068,0.3805,0.6195,4.4,21.79,128.78
30,8,0.267,30,always_short,50,1,0.782,0.0536,0.7093,0.2908,8.22,21.75,69.09
40,15,0.375,30,alternate,30,1,0.7214,0.0181,0.6311,0.3689,7.32,21.73,77.64
30,15,0.5,100,always_long,50,2,0.6571,0.0316,0.3795,0.6205,4.4,21.73,129.12
30,15,0.5,130,always_long,50,2,0.6571,0.0316,0.3794,0.6206,4.4,21.72,129.16
30,15,0.5,66,always_long,50,2,0.6571,0.0315,0.3792,0.6208,4.4,21.72,129.2
50,25,0.5,100,always_long,20,1,0.6579,0.0068,0.5406,0.4594,6.27,21.72,90.64
50,25,0.5,66,always_long,20,1,0.6578,0.0068,0.5405,0.4595,6.27,21.72,90.66
30,15,0.5,45,always_long,50,2,0.657,0.0315,0.3791,0.6209,4.4,21.71,129.24
50,25,0.5,130,always_long,20,1,0.6577,0.0068,0.5403,0.4597,6.27,21.71,90.7
50,20,0.4,30,always_long,20,2,0.6999,0.0084,0.5266,0.4734,6.13,21.64,93.05
30,15,0.5,30,always_long,50,2,0.6561,0.0315,0.3767,0.6232,4.41,21.55,130.06
20,8,0.4,130,always_short,50,2,0.7,0.1075,0.5235,0.4765,6.12,21.54,93.6
20,8,0.4,100,always_short,50,2,0.6999,0.1074,0.5231,0.4769,6.12,21.52,93.67
20,8,0.4,66,always_short,50,2,0.6998,0.1074,0.5228,0.4773,6.12,21.51,93.74
20,8,0.4,45,always_short,50,2,0.6998,0.1073,0.5228,0.4773,6.12,21.51,93.74
40,15,0.375,66,always_long,30,1,0.7194,0.0189,0.6246,0.3754,7.33,21.49,78.45
40,15,0.375,130,always_long,30,1,0.7193,0.019,0.6246,0.3754,7.33,21.49,78.45
40,15,0.375,100,always_long,30,1,0.7194,0.019,0.6246,0.3754,7.33,21.49,78.45
20,8,0.4,30,always_short,50,2,0.6994,0.1073,0.522,0.478,6.13,21.47,93.87
50,25,0.5,45,always_long,20,1,0.6554,0.0068,0.5353,0.4647,6.28,21.47,91.55
40,15,0.375,45,always_long,30,1,0.7191,0.0189,0.624,0.376,7.33,21.46,78.53
25,10,0.4,100,always_long,40,2,0.6987,0.062,0.5216,0.4784,6.13,21.43,93.94
30,8,0.267,66,alternate,50,1,0.7787,0.0533,0.6995,0.3005,8.23,21.42,70.05
30,8,0.267,45,alternate,50,1,0.7787,0.0533,0.6995,0.3005,8.23,21.42,70.05
30,8,0.267,130,alternate,50,1,0.7788,0.0533,0.6996,0.3004,8.23,21.42,70.04
25,10,0.4,130,always_long,40,2,0.6987,0.0621,0.5215,0.4785,6.13,21.42,93.96
30,8,0.267,100,alternate,50,1,0.7787,0.0533,0.6995,0.3005,8.23,21.42,70.05
50,25,0.5,30,always_short,20,1,0.6549,0.0075,0.534,0.466,6.28,21.42,91.76
50,25,0.5,45,always_long,30,2,0.6554,0.0068,0.3744,0.6256,4.41,21.41,130.88
25,10,0.4,66,always_long,40,2,0.6986,0.062,0.521,0.479,6.14,21.4,94.05
25,10,0.4,45,always_long,40,2,0.6986,0.0619,0.521,0.479,6.14,21.4,94.05
40,20,0.5,30,always_long,40,2,0.6551,0.0134,0.3738,0.6262,4.41,21.38,131.1
40,15,0.375,30,always_long,30,1,0.7175,0.0188,0.6214,0.3786,7.33,21.36,78.86
25,10,0.4,30,always_long,40,2,0.6983,0.0619,0.5199,0.4801,6.14,21.35,94.25
30,8,0.267,30,alternate,50,1,0.7779,0.0532,0.6973,0.3028,8.23,21.34,70.28
50,25,0.5,30,always_short,30,2,0.6549,0.0075,0.373,0.627,4.41,21.33,131.37
30,10,0.333,130,always_short,40,2,0.7487,0.0453,0.4425,0.5575,5.25,21.23,110.73
30,10,0.333,100,always_short,40,2,0.7487,0.0453,0.442,0.558,5.25,21.2,110.86
30,10,0.333,66,always_short,40,2,0.7486,0.0453,0.4414,0.5586,5.25,21.17,111.02
30,10,0.333,45,always_short,40,2,0.7485,0.0453,0.441,0.559,5.25,21.16,111.11
30,12,0.4,130,always_short,40,1,0.7153,0.0387,0.6144,0.3856,7.34,21.1,79.76
30,12,0.4,100,always_short,40,1,0.7152,0.0387,0.6144,0.3856,7.34,21.1,79.76
30,12,0.4,66,always_short,40,1,0.7151,0.0386,0.6142,0.3857,7.34,21.09,79.77
30,12,0.4,45,always_short,40,1,0.715,0.0386,0.6136,0.3864,7.34,21.07,79.85
50,8,0.16,130,always_short,40,1,0.8619,0.0171,0.8409,0.1591,10.06,21.07,58.27
30,8,0.267,45,always_long,50,1,0.7743,0.0529,0.6893,0.3108,8.25,21.06,71.09
30,8,0.267,130,always_long,50,1,0.7742,0.053,0.6891,0.3109,8.25,21.06,71.1
30,8,0.267,66,always_long,50,1,0.7743,0.0529,0.6891,0.3109,8.25,21.06,71.1
30,8,0.267,100,always_long,50,1,0.7742,0.0529,0.6891,0.3109,8.25,21.06,71.1
50,8,0.16,100,always_short,40,1,0.8618,0.0171,0.84,0.16,10.06,21.05,58.33
50,8,0.16,66,always_short,40,1,0.8618,0.0171,0.8401,0.1599,10.06,21.05,58.32
30,8,0.267,30,always_long,50,1,0.7738,0.0528,0.6881,0.3119,8.25,21.02,71.21
50,8,0.16,45,always_short,40,1,0.8611,0.0171,0.8387,0.1613,10.06,21.0,58.42
50,5,0.1,130,always_short,40,2,0.9049,0.021,0.7651,0.2349,9.19,20.98,64.04
40,10,0.25,130,always_short,30,2,0.7988,0.024,0.5288,0.4713,6.35,20.98,92.67
50,5,0.1,66,always_short,40,2,0.9049,0.021,0.7651,0.2349,9.19,20.98,64.04
40,10,0.25,100,always_short,30,2,0.7988,0.024,0.5286,0.4714,6.35,20.98,92.69
40,10,0.25,66,always_short,30,2,0.7987,0.024,0.5285,0.4715,6.35,20.97,92.72
50,5,0.1,45,always_short,40,2,0.9048,0.0209,0.7648,0.2352,9.19,20.97,64.07
50,5,0.1,100,always_short,40,2,0.9048,0.021,0.7649,0.2351,9.19,20.97,64.06
30,10,0.333,30,always_short,40,2,0.7471,0.0453,0.4375,0.5625,5.26,20.96,112.0
50,15,0.3,100,always_short,20,2,0.773,0.0109,0.5645,0.4355,6.79,20.96,86.8
40,10,0.25,45,always_short,30,2,0.7986,0.024,0.5281,0.4719,6.35,20.96,92.78
50,15,0.3,130,always_short,20,2,0.773,0.0109,0.5646,0.4354,6.79,20.96,86.78
30,12,0.4,30,always_short,40,1,0.7135,0.0386,0.6106,0.3894,7.35,20.95,80.25
50,15,0.3,66,always_short,20,2,0.7729,0.0109,0.564,0.436,6.79,20.93,86.88
25,12,0.48,100,always_short,30,2,0.6747,0.0534,0.5543,0.4457,6.68,20.92,88.41
25,12,0.48,130,always_short,30,2,0.6747,0.0535,0.5543,0.4457,6.68,20.92,88.41
25,8,0.32,130,always_short,50,2,0.7468,0.0752,0.4368,0.5633,5.26,20.92,112.19
25,8,0.32,100,always_short,50,2,0.7468,0.0751,0.4366,0.5634,5.26,20.91,112.22
25,12,0.48,66,always_short,30,2,0.6746,0.0534,0.5535,0.4465,6.67,20.9,88.53
25,8,0.32,45,always_short,50,2,0.7466,0.0751,0.4364,0.5636,5.26,20.9,112.29
25,8,0.32,66,always_short,50,2,0.7467,0.0751,0.4364,0.5636,5.26,20.9,112.29
20,8,0.4,66,alternate,50,2,0.6954,0.1065,0.5092,0.4908,6.14,20.89,96.22
20,8,0.4,100,alternate,50,2,0.6954,0.1066,0.5092,0.4908,6.14,20.89,96.22
20,8,0.4,130,alternate,50,2,0.6954,0.1067,0.5092,0.4908,6.14,20.89,96.22
25,12,0.48,45,always_short,30,2,0.6746,0.0534,0.5534,0.4466,6.67,20.89,88.55
20,8,0.4,45,alternate,50,2,0.6954,0.1065,0.5092,0.4908,6.14,20.89,96.22
20,8,0.4,30,alternate,50,2,0.6951,0.1064,0.5084,0.4916,6.14,20.85,96.39
50,25,0.5,30,alternate,20,1,0.6495,0.0071,0.5208,0.4793,6.3,20.83,94.1
25,12,0.48,30,always_short,30,2,0.6738,0.0533,0.5517,0.4482,6.68,20.81,88.81
40,20,0.5,100,always_short,20,2,0.6708,0.0141,0.559,0.441,6.77,20.79,87.66
40,20,0.5,130,always_short,20,2,0.6709,0.0141,0.559,0.441,6.77,20.79,87.66
40,20,0.5,66,always_short,20,2,0.6708,0.0141,0.5584,0.4416,6.77,20.78,87.75
50,8,0.16,66,alternate,40,1,0.8579,0.0177,0.8309,0.1691,10.08,20.77,58.97
50,8,0.16,30,always_short,40,1,0.8578,0.0171,0.8307,0.1693,10.08,20.76,58.98
50,8,0.16,130,alternate,40,1,0.8578,0.0178,0.8307,0.1693,10.08,20.76,58.98
50,8,0.16,100,alternate,40,1,0.8578,0.0178,0.8307,0.1693,10.08,20.76,58.98
25,8,0.32,30,always_short,50,2,0.7459,0.075,0.4334,0.5666,5.26,20.75,113.07
50,8,0.16,45,alternate,40,1,0.8576,0.0177,0.8299,0.1701,10.08,20.74,59.05
50,5,0.1,30,always_short,40,2,0.9025,0.0209,0.7572,0.2427,9.21,20.72,64.71
